candidate_id,reference_stratum,reference_conductivity_S_cm,reference_transference_number,reference_D_Li_cm2s,reference_D_TFSI_cm2s,SMILES,degree_of_polymerization,density_g_cm3,molality_mol_kg,run_status,analysis_status,analysis_attempts,analysis_last_stage,analysis_last_return_code,analysis_error_type,attempts_used,error_phase,error_type,has_completed_static_cNE0,sigma_static_cNE0_S_cm,sigma_NE_S_cm,cutoff_nm,abs_log10_error,protocol,association_filter,temperature_K,md_status,failure_stage,log10_reference_sigma_S_cm,log10_static_cNE0_S_cm,MALogE_component,source_selection_file,source_status_file,source_completed_file
25052,middle_stratified,1.08e-05,-0.77,6.84e-09,1.2e-08,CCC(CO*)N(C)CC(C)(C)OC(=O)*,19.0,1.2,1.44,failed,,,,,,0,pysoftk,,False,,,,,,,,failed,pysoftk,-4.966576244513051,,,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26556,middle_stratified,1.74e-05,-0.616,1.25e-08,1.71e-08,CCC(C)(O*)C(C)(CC)OC(=O)*,31.0,1.22,1.33,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.6184565956413712e-05,5.108757715538588e-05,0.328,0.0314481914554736,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.7594507517174005,-4.790898943172874,0.0314481914554736,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14275,middle_stratified,1.9e-05,0.0696,2.1e-08,2.25e-08,C[Si](C)(C)CC(CO*)OC(=O)*,31.0,1.22,1.31,failed,,,,,,0,pysoftk,,False,,,,,,,,failed,pysoftk,-4.721246399047171,,,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14224,middle_stratified,1.96e-05,-0.243,1.7e-08,2.46e-08,CCC(NC(C)C(C)OC(=O)*)C(C)(C)O*,19.0,1.17,1.35,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.2522533128697946e-05,7.943389752463537e-05,0.326,0.0603611630442895,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.707743928643524,-4.647382765599234,0.0603611630442895,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26927,middle_stratified,1.99e-05,-0.0558,1.53e-08,3.09e-08,CC(CO*)(COC(=O)*)C(=O)OCCCF,26.0,1.38,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,0.0001086561274766,0.0003426593196581,0.336,0.7372011462327431,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.701146923590294,-3.9639457773578233,0.7372011462327431,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27443,middle_stratified,2.29e-05,-0.277,1.5e-08,2.03e-08,CC(C)(CCCC(C)(O*)C(=O)O)OC(=O)*,19.0,1.29,1.34,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.799223956690352e-05,5.74644975150928e-05,0.328,0.1047502572371467,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.640164517660112,-4.744914774897259,0.1047502572371467,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28620,middle_stratified,2.51e-05,-0.528,2.62e-08,3.38e-08,CC(C)CCNCC(CO*)OC(=O)*,31.0,1.21,1.43,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,0.0001290178336164,0.0004332413521972,0.326,0.7109760237477027,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.600326278518962,-3.8893502547713923,0.7109760237477027,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27761,middle_stratified,2.61e-05,0.267,1.73e-08,1.34e-08,CC(CO*)(COC(=O)*)C(=O)OCC(=O)O,26.0,1.49,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.9921309763144643e-05,8.386805636168567e-05,0.334,0.0593400928988094,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.583359492661719,-4.52401939976291,0.0593400928988094,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29121,middle_stratified,2.67e-05,-0.565,1.76e-08,4.1e-08,CCCC(CNC(C)(C)CO*)OC(=O)*,19.0,1.18,1.44,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,5.837617075498742e-05,0.0001913070495698,0.33,0.3397243422281298,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.573488738635425,-4.233764396407295,0.3397243422281298,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
24453,middle_stratified,2.69e-05,-0.351,2.86e-08,4.48e-08,CCCC(CC)NC(C)(CO*)COC(=O)*,26.0,1.2,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.661607784592035e-05,0.0001230518701342,0.326,0.133919542729532,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.570247719997592,-4.43632817726806,0.133919542729532,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27225,middle_stratified,2.82e-05,0.345,1.25e-08,1.66e-08,CCC=C(F)C(=O)NCC(COC(=O)*)O*,31.0,1.42,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.1133280396882216e-05,7.004079254748444e-05,0.328,0.1252821930139504,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.549750891680639,-4.675033084694589,0.1252821930139504,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26491,middle_stratified,2.87e-05,0.185,8.05e-09,1.08e-08,CC(C)(CN*)CNC(=O)*,26.0,1.26,1.49,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.7888385324016863e-05,0.0001021471751995,0.33,0.0124585264324247,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.542118103266008,-4.554576629698432,0.0124585264324247,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29471,middle_stratified,3.08e-05,-0.264,1.87e-08,3.63e-08,CN(C)C(=S)SCC(COC(=O)*)O*,31.0,1.46,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,4.903287786926079e-05,0.0001661401431544,0.324,0.2019366673853544,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.511449283499556,-4.309512616114201,0.2019366673853544,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13414,middle_stratified,3.15e-05,-1.16,3.31e-08,5.36e-08,CCCCCCCC(CO*)OC(=O)*,31.0,1.12,1.44,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,0.0002595271840389,0.0009254865862394,0.328,0.9158723007255124,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.501689446210399,-3.58581714548501,0.9158723007255124,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26742,middle_stratified,3.18e-05,-0.0338,1.3e-08,2.36e-08,C#CCN(CC)CC(O*)C(C)(C)OC(=O)*,31.0,1.22,1.27,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,3.335728477806054e-05,0.0001169578701967,0.326,0.0207635726438358,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.497572880015567,-4.476809307371731,0.0207635726438358,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27817,middle_stratified,3.2e-05,-0.174,1.21e-08,1.85e-08,CCOC(=O)CCNCC(CO*)OC(=O)*,31.0,1.35,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,4.067208444555657e-05,0.0001299392822273,0.33,0.1041464522603704,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.494850021680094,-4.390703569419723,0.1041464522603704,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27434,middle_stratified,3.21e-05,-0.0479,2.51e-08,2.52e-08,CCCOC(=O)N(CCO*)CCOC(=O)*,19.0,1.31,1.34,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,0.0006546331112793,0.0019928136388634,0.328,1.3094929356955056,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.493494967595128,-3.1840020318996736,1.3094929356955056,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
29099,middle_stratified,3.28e-05,0.0346,1.07e-08,2.08e-08,CC(C)C(=O)NCC(C)(CO*)COC(=O)*,26.0,1.28,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.9156590590500072e-05,9.442661552476812e-05,0.33,0.0511371050774253,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.484126156288321,-4.535263261365746,0.0511371050774253,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
9438,middle_stratified,3.39e-05,0.169,2.27e-08,3.51e-08,CCCN(CC(C)OC(=O)*)C(C)CO*,19.0,1.2,1.44,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.662511460168437e-05,9.266586542434248e-05,0.328,0.104908212431517,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.4698003017969175,-4.574708514228435,0.104908212431517,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27141,middle_stratified,3.52e-05,-0.142,7.39e-09,1.76e-08,CC(C)(F)CNC(=O)C(COC(=O)*)N*,31.0,1.38,1.31,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.942979030534128e-05,6.26074453016347e-05,0.334,0.2580745499460066,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.453457336521869,-4.711531886467875,0.2580745499460066,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
9826,middle_stratified,3.53e-05,0.206,1.29e-08,1.46e-08,C=CCCCC(N*)C(=O)N(C)CCNC(=O)*,19.0,1.28,1.45,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.5558323066282542e-05,9.370971425190772e-05,0.33,0.1402423499136491,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.452225294612178,-4.592467644525827,0.1402423499136491,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14268,middle_stratified,3.55e-05,0.0382,8.22e-09,2.36e-08,C=CC(O*)C(=O)N(CC)CCOC(=O)*,19.0,1.35,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.551275145903722e-05,7.82069754818896e-05,0.33,0.143471054812237,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.449771646944906,-4.593242701757143,0.143471054812237,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
26662,middle_stratified,3.67e-05,0.0683,1.19e-08,1.97e-08,COC(=O)C(CSCCCOC(=O)*)N*,17.0,1.41,1.48,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,9.292451333835844e-05,0.0003243419960975,0.328,0.4034642310468128,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.435333935747911,-4.031869704701098,0.4034642310468128,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
9511,middle_stratified,3.83e-05,0.213,1.71e-08,2.17e-08,CN(CC(=O)O)CC(COC(=O)*)O*,31.0,1.43,1.41,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,8.49672764959003e-05,0.0002394353766997,0.332,0.3460529238212408,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.416801226031377,-4.070748302210136,0.3460529238212408,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
13773,middle_stratified,3.92e-05,0.348,1.19e-08,1.43e-08,CC(N*)C(=O)NCCC(OC(=O)*)C(C)C,17.0,1.26,1.36,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.798013707170679e-05,7.163812650026796e-05,0.33,0.3384930687634602,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.406713932979542,-4.745207001743003,0.3384930687634602,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
24372,middle_stratified,3.96e-05,0.185,9.67e-09,1.2e-08,CC(CN(C)C(=O)CO*)OC(=O)*,19.0,1.38,1.37,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.389623086568237e-05,4.336997985857594e-05,0.336,0.4547981652548177,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.402304814074488,-4.857102979329305,0.4547981652548177,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
25176,middle_stratified,4.01e-05,0.0181,1.02e-08,1.55e-08,CC(C)C(CNCC(C)(C)N*)NC(=O)*,19.0,1.19,1.46,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.803773270290931e-05,6.824637758215202e-05,0.33,0.3469624256946515,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.396855627379818,-4.743818053074469,0.3469624256946515,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
14094,middle_stratified,4.05e-05,0.193,1.28e-08,2.55e-08,CCC(CC)(COC(=O)*)N*,31.0,1.22,1.4,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,1.633084416492464e-05,5.378695287436774e-05,0.324,0.3944463885886577,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.392544976785332,-4.786991365373989,0.3944463885886577,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
28311,middle_stratified,4.13e-05,-0.114,1.71e-08,3.06e-08,CC(C)(C)N(CCO*)CCOC(=O)*,19.0,1.23,1.39,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,9.48686376508237e-05,0.0003043099493847,0.33,0.3611726123376056,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.384049948343599,-4.022877336005993,0.3611726123376056,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
27337,middle_stratified,4.15e-05,0.298,1.32e-08,1.75e-08,CC(N*)C(=O)NOC(COC(=O)*)C(C)C,17.0,1.32,1.5,ok,ok,1.0,conductivity-analysis,0.0,,1,,,True,2.012097685114425e-05,6.317167023995887e-05,0.332,0.3143990353002106,manuscript_static_cNE0,Li_TFSI_O_contacts_ge_2,353.0,completed,,-4.3819519032879075,-4.696350938588118,0.3143990353002106,MY_PAPER_RELATED/machine_readable/reference_selection_manifest_120.csv,MY_PAPER_RELATED/machine_readable/reference_run_status_120.csv,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/data/reference/reference_static_cNE0_reassessment_108.csv
